delivery_id,customer_id,customer_name,delivery_date,time_slot,postal_code,order_type,order_value,was_successful
DEL_007191,CUST_0061,Matthew Harris,2025-06-26,12:00-15:00,20001,bulky,113.42,1
DEL_000441,CUST_0053,Christopher Sanchez,2025-06-26,09:00-12:00,10001,standard,466.73,1
DEL_013590,CUST_0005,Amanda Carter,2025-06-26,09:00-12:00,10002,express,458.59,1
DEL_010116,CUST_0008,Brian Rodriguez,2025-06-26,12:00-15:00,10001,express,383.32,1
DEL_018428,CUST_0010,Betty Smith,2025-06-26,12:00-15:00,10001,bulky,224.6,1
DEL_003292,CUST_0098,Alexander Moore,2025-06-26,12:00-15:00,10002,express,422.53,1
DEL_007059,CUST_0050,Sandra Campbell,2025-06-26,18:00-21:00,10001,bulky,201.85,1
DEL_016710,CUST_0087,Luke Johnson,2025-06-26,09:00-12:00,20001,bulky,304.0,1
DEL_001579,CUST_0089,Emily Ramirez,2025-06-26,21:00-23:00,10002,fragile,302.04,1
DEL_018300,CUST_0013,Joseph Nguyen,2025-06-26,12:00-15:00,10001,express,330.64,1
DEL_016699,CUST_0308,Ryan Gonzalez,2025-06-26,15:00-18:00,10002,standard,114.49,1
DEL_019546,CUST_0355,Brian Adams,2025-06-26,12:00-15:00,20001,bulky,264.22,1
DEL_018359,CUST_0277,Michael Baker,2025-06-26,09:00-12:00,10002,bulky,387.32,1
DEL_010931,CUST_0049,Nicholas Hernandez,2025-06-26,12:00-15:00,10002,express,222.25,1
DEL_014713,CUST_0093,David Smith,2025-06-26,09:00-12:00,20002,express,262.28,1
DEL_009668,CUST_0085,James King,2025-06-26,09:00-12:00,10003,standard,494.62,1
DEL_011605,CUST_0031,Jacob King,2025-06-26,21:00-23:00,10001,fragile,430.36,1
DEL_018458,CUST_0082,William Wright,2025-06-26,15:00-18:00,10001,fragile,33.13,1
DEL_016040,CUST_0016,Carol Nelson,2025-06-26,21:00-23:00,10002,fragile,216.02,1
DEL_001598,CUST_0075,Matthew Martinez,2025-06-26,18:00-21:00,10001,express,79.57,0
DEL_003357,CUST_0064,Robert Smith,2025-06-26,12:00-15:00,10003,bulky,28.58,1
DEL_006117,CUST_0319,Joseph Thompson,2025-06-26,15:00-18:00,10003,express,75.24,1
DEL_005356,CUST_0059,Cynthia Lopez,2025-06-26,09:00-12:00,20002,standard,417.09,1
DEL_000015,CUST_0027,Margaret Gonzalez,2025-06-26,12:00-15:00,10002,fragile,375.66,1
DEL_018310,CUST_0031,Jacob King,2025-06-26,18:00-21:00,10001,express,441.82,1
DEL_013009,CUST_0257,Cynthia Davis,2025-06-26,09:00-12:00,10002,standard,146.04,0
DEL_010047,CUST_0078,Jacob Garcia,2025-06-26,09:00-12:00,10001,express,74.92,1
DEL_009903,CUST_0055,Christopher Torres,2025-06-26,18:00-21:00,10002,express,480.51,1
DEL_019024,CUST_0009,Timothy Anderson,2025-06-26,15:00-18:00,20002,bulky,63.81,1
DEL_009733,CUST_0050,Sandra Campbell,2025-06-26,18:00-21:00,10001,bulky,375.87,1
DEL_015528,CUST_0420,Matthew Green,2025-06-26,15:00-18:00,10003,express,244.14,1
DEL_003157,CUST_0067,Kathleen Taylor,2025-06-26,15:00-18:00,20001,standard,120.35,1
DEL_000676,CUST_0021,Emily Martin,2025-06-26,15:00-18:00,10001,fragile,389.78,1
DEL_018495,CUST_0097,Jacob Torres,2025-06-26,21:00-23:00,10003,standard,325.76,1
DEL_011799,CUST_0033,Andrew Carter,2025-06-26,09:00-12:00,10002,fragile,156.94,1
DEL_018173,CUST_0081,Ruth Scott,2025-06-26,21:00-23:00,10002,express,251.92,1
DEL_000054,CUST_0003,Alexander Jackson,2025-06-26,21:00-23:00,10002,express,273.13,1
DEL_016852,CUST_0329,Ben Sanchez,2025-06-26,12:00-15:00,10002,express,447.38,1
DEL_006202,CUST_0413,Samuel Johnson,2025-06-26,12:00-15:00,10002,bulky,407.72,1
DEL_015989,CUST_0024,Joshua Scott,2025-06-26,09:00-12:00,10001,express,211.27,1
DEL_014584,CUST_0038,Michael Clark,2025-06-26,21:00-23:00,10001,express,377.44,1
DEL_013682,CUST_0013,Joseph Nguyen,2025-06-26,09:00-12:00,10001,fragile,402.6,1
DEL_006016,CUST_0001,Christopher Wilson,2025-06-26,09:00-12:00,10002,fragile,73.92,1
DEL_019516,CUST_0060,Jessica Robinson,2025-06-26,21:00-23:00,10001,express,185.35,1
DEL_014597,CUST_0042,Ryan Nguyen,2025-06-26,15:00-18:00,10001,standard,149.0,1
DEL_014164,CUST_0062,Matthew Rivera,2025-06-27,12:00-15:00,20002,bulky,429.72,1
DEL_007414,CUST_0082,William Wright,2025-06-27,18:00-21:00,10001,fragile,127.78,1
DEL_003327,CUST_0066,Helen Walker,2025-06-27,12:00-15:00,10003,standard,23.93,1
DEL_012488,CUST_0347,Donna Garcia,2025-06-27,18:00-21:00,10003,bulky,445.02,0
DEL_016414,CUST_0095,Rebecca Williams,2025-06-27,15:00-18:00,10003,fragile,498.78,1
DEL_016891,CUST_0034,Luke Flores,2025-06-27,12:00-15:00,10003,fragile,426.22,1
DEL_012493,CUST_0098,Alexander Moore,2025-06-27,18:00-21:00,10002,standard,424.14,1
DEL_018798,CUST_0048,Sandra Young,2025-06-27,15:00-18:00,10002,bulky,441.06,1
DEL_009380,CUST_0057,Amy Perez,2025-06-27,12:00-15:00,10003,fragile,426.46,0
DEL_015469,CUST_0216,Carol Lee,2025-06-27,21:00-23:00,10002,standard,417.69,1
DEL_001026,CUST_0051,Donna Martin,2025-06-27,12:00-15:00,10002,fragile,184.13,1
DEL_003723,CUST_0018,Alexander Green,2025-06-27,09:00-12:00,20001,standard,193.51,1
DEL_009895,CUST_0081,Ruth Scott,2025-06-27,18:00-21:00,10002,bulky,356.73,1
DEL_012776,CUST_0252,Jacob Taylor,2025-06-27,09:00-12:00,10002,bulky,394.9,1
DEL_000375,CUST_0092,Joseph Jackson,2025-06-27,12:00-15:00,10003,express,298.29,1
DEL_004883,CUST_0016,Carol Nelson,2025-06-27,18:00-21:00,10002,fragile,36.46,1
DEL_013391,CUST_0031,Jacob King,2025-06-27,18:00-21:00,10001,express,344.62,1
DEL_015168,CUST_0065,Margaret Anderson,2025-06-27,15:00-18:00,20001,bulky,237.1,1
DEL_012352,CUST_0003,Alexander Jackson,2025-06-27,18:00-21:00,10002,bulky,315.45,1
DEL_000213,CUST_0284,Robert Harris,2025-06-27,09:00-12:00,10002,standard,130.91,1
DEL_011235,CUST_0081,Ruth Scott,2025-06-27,18:00-21:00,10002,fragile,476.02,1
DEL_019139,CUST_0064,Robert Smith,2025-06-27,12:00-15:00,20002,fragile,261.89,1
DEL_002596,CUST_0039,Matthew Hall,2025-06-27,15:00-18:00,10002,bulky,495.2,0
DEL_015226,CUST_0064,Robert Smith,2025-06-27,12:00-15:00,10003,bulky,74.09,1
DEL_004822,CUST_0346,Rebecca Moore,2025-06-27,18:00-21:00,10001,bulky,66.86,1
DEL_004820,CUST_0025,Emily Mitchell,2025-06-27,09:00-12:00,10001,fragile,440.28,1
DEL_005965,CUST_0041,Joseph Moore,2025-06-27,18:00-21:00,10002,fragile,82.88,1
DEL_003632,CUST_0014,Ben Nguyen,2025-06-27,12:00-15:00,10002,standard,461.22,1
DEL_014302,CUST_0060,Jessica Robinson,2025-06-27,18:00-21:00,10001,standard,298.51,1
DEL_004363,CUST_0199,Lisa Thompson,2025-06-27,15:00-18:00,20002,bulky,251.68,1
DEL_009257,CUST_0066,Helen Walker,2025-06-27,09:00-12:00,10003,express,251.35,1
DEL_000419,CUST_0099,Samuel Rodriguez,2025-06-27,15:00-18:00,10002,express,464.17,1
DEL_016810,CUST_0006,Ruth Walker,2025-06-27,09:00-12:00,10001,standard,344.17,0
DEL_014264,CUST_0143,Jennifer Lee,2025-06-27,09:00-12:00,20002,fragile,139.44,1
DEL_014103,CUST_0283,Ashley Wright,2025-06-27,12:00-15:00,10003,express,478.87,1
DEL_016599,CUST_0024,Joshua Scott,2025-06-27,09:00-12:00,10001,bulky,429.36,1
DEL_004235,CUST_0031,Jacob King,2025-06-27,15:00-18:00,10001,express,196.67,1
DEL_007523,CUST_0077,Isaac Moore,2025-06-27,09:00-12:00,10002,fragile,310.73,1
DEL_014105,CUST_0085,James King,2025-06-27,18:00-21:00,10003,fragile,52.11,1
DEL_016048,CUST_0029,Nicholas Jones,2025-06-27,09:00-12:00,20002,bulky,466.96,1
DEL_005870,CUST_0084,Thomas White,2025-06-27,09:00-12:00,10001,bulky,145.08,1
DEL_006939,CUST_0004,Thomas Harris,2025-06-27,21:00-23:00,10003,express,20.33,1
DEL_010992,CUST_0075,Matthew Martinez,2025-06-27,18:00-21:00,10001,bulky,211.68,1
DEL_017167,CUST_0060,Jessica Robinson,2025-06-27,12:00-15:00,10001,bulky,248.39,0
DEL_002897,CUST_0076,Donna Nguyen,2025-06-27,12:00-15:00,10001,express,418.65,1
DEL_010868,CUST_0041,Joseph Moore,2025-06-27,15:00-18:00,10002,fragile,144.91,1
DEL_002883,CUST_0028,Ryan Rodriguez,2025-06-27,15:00-18:00,10002,bulky,219.59,1
DEL_001128,CUST_0026,Timothy Rodriguez,2025-06-27,18:00-21:00,10002,standard,379.24,1
DEL_015282,CUST_0078,Jacob Garcia,2025-06-27,12:00-15:00,20002,bulky,396.69,1
DEL_014277,CUST_0027,Margaret Gonzalez,2025-06-27,09:00-12:00,10002,bulky,286.26,1
DEL_007571,CUST_0082,William Wright,2025-06-27,09:00-12:00,10001,express,152.56,1
DEL_002713,CUST_0138,Andrew Ramirez,2025-06-27,15:00-18:00,10001,fragile,418.41,1
DEL_009848,CUST_0094,Thomas Hernandez,2025-06-27,12:00-15:00,10003,bulky,240.15,1
DEL_011158,CUST_0065,Margaret Anderson,2025-06-27,15:00-18:00,20001,fragile,335.84,1
DEL_012695,CUST_0311,Nancy White,2025-06-27,15:00-18:00,10001,bulky,441.8,1
DEL_019568,CUST_0010,Betty Smith,2025-06-27,09:00-12:00,10001,express,244.8,1
DEL_000395,CUST_0004,Thomas Harris,2025-06-27,21:00-23:00,10003,fragile,399.04,1
DEL_006089,CUST_0020,Ruth Smith,2025-06-27,12:00-15:00,20002,bulky,394.54,1
DEL_007296,CUST_0043,David Wright,2025-06-27,18:00-21:00,10003,express,335.84,1
DEL_000344,CUST_0048,Sandra Young,2025-06-27,09:00-12:00,10002,standard,437.78,1
DEL_007449,CUST_0418,Christopher Wright,2025-06-27,12:00-15:00,10002,standard,48.44,1
DEL_017280,CUST_0075,Matthew Martinez,2025-06-27,18:00-21:00,10001,bulky,288.86,1
DEL_015559,CUST_0050,Sandra Campbell,2025-06-27,09:00-12:00,10001,bulky,320.5,1
DEL_003541,CUST_0258,Robert Thompson,2025-06-27,18:00-21:00,10001,standard,66.53,1
DEL_006198,CUST_0065,Margaret Anderson,2025-06-27,15:00-18:00,20001,fragile,386.94,1
DEL_015315,CUST_0246,Daniel Sanchez,2025-06-27,12:00-15:00,10002,fragile,46.63,1
DEL_002765,CUST_0422,Luke White,2025-06-27,21:00-23:00,10001,fragile,67.93,1
DEL_013108,CUST_0079,Jennifer Anderson,2025-06-27,09:00-12:00,10003,fragile,285.89,0
DEL_012564,CUST_0039,Matthew Hall,2025-06-27,18:00-21:00,10002,bulky,324.59,1
DEL_019015,CUST_0041,Joseph Moore,2025-06-27,09:00-12:00,10002,standard,156.5,1
DEL_007513,CUST_0158,Jacob Sanchez,2025-06-27,15:00-18:00,10001,standard,32.45,1
DEL_018739,CUST_0066,Helen Walker,2025-06-27,12:00-15:00,10003,fragile,65.53,1
DEL_001810,CUST_0085,James King,2025-06-27,18:00-21:00,10003,bulky,338.7,1
DEL_015095,CUST_0023,Thomas Torres,2025-06-27,12:00-15:00,10001,express,78.1,1
DEL_013569,CUST_0077,Isaac Moore,2025-06-27,12:00-15:00,10002,fragile,74.01,1
DEL_009510,CUST_0440,Jessica Taylor,2025-06-27,12:00-15:00,10003,express,447.61,1
DEL_015086,CUST_0042,Ryan Nguyen,2025-06-27,12:00-15:00,20002,express,343.76,1
DEL_006372,CUST_0032,Samuel Davis,2025-06-27,18:00-21:00,10003,express,49.09,1
DEL_009469,CUST_0043,David Wright,2025-06-27,09:00-12:00,10003,standard,98.16,1
DEL_006603,CUST_0074,Kevin Nelson,2025-06-27,18:00-21:00,10001,bulky,118.46,1
DEL_004976,CUST_0038,Michael Clark,2025-06-27,18:00-21:00,10001,fragile,363.93,1
DEL_012228,CUST_0017,Alexander Flores,2025-06-27,15:00-18:00,10003,standard,26.25,1
DEL_016173,CUST_0025,Emily Mitchell,2025-06-27,21:00-23:00,10001,fragile,384.8,1
DEL_008918,CUST_0028,Ryan Rodriguez,2025-06-27,12:00-15:00,10002,bulky,113.31,1
DEL_008390,CUST_0067,Kathleen Taylor,2025-06-27,18:00-21:00,20001,fragile,490.17,0
DEL_017711,CUST_0285,James Smith,2025-06-27,18:00-21:00,10002,standard,261.92,1
DEL_007969,CUST_0364,Betty Brown,2025-06-27,15:00-18:00,10002,express,33.32,1
DEL_009558,CUST_0050,Sandra Campbell,2025-06-27,18:00-21:00,10001,fragile,75.37,1
DEL_014928,CUST_0050,Sandra Campbell,2025-06-27,21:00-23:00,10001,express,152.19,1
DEL_007976,CUST_0065,Margaret Anderson,2025-06-27,12:00-15:00,20001,express,307.73,1
DEL_011973,CUST_0028,Ryan Rodriguez,2025-06-27,12:00-15:00,10002,standard,164.66,0
DEL_011984,CUST_0076,Donna Nguyen,2025-06-27,12:00-15:00,10001,bulky,302.24,1
DEL_012158,CUST_0075,Matthew Martinez,2025-06-27,21:00-23:00,10001,express,143.66,1
DEL_003840,CUST_0098,Alexander Moore,2025-06-27,15:00-18:00,10002,standard,111.49,1
DEL_017928,CUST_0017,Alexander Flores,2025-06-27,09:00-12:00,10003,fragile,179.29,1
DEL_003808,CUST_0427,Thomas Green,2025-06-27,18:00-21:00,10003,standard,162.82,1
DEL_008088,CUST_0019,Joshua Baker,2025-06-27,12:00-15:00,10002,bulky,281.06,1
DEL_008168,CUST_0025,Emily Mitchell,2025-06-27,18:00-21:00,10001,fragile,476.22,0
DEL_018620,CUST_0086,Margaret Walker,2025-06-27,15:00-18:00,10002,standard,492.62,1
DEL_011368,CUST_0046,Nicholas Wilson,2025-06-27,21:00-23:00,10002,standard,88.59,1
DEL_008121,CUST_0054,Patrick Wilson,2025-06-27,15:00-18:00,10002,fragile,345.94,1
DEL_000734,CUST_0058,Amy Martinez,2025-06-27,15:00-18:00,10001,standard,368.3,1
DEL_001552,CUST_0079,Jennifer Anderson,2025-06-27,09:00-12:00,10003,express,43.89,1
DEL_001530,CUST_0060,Jessica Robinson,2025-06-27,15:00-18:00,10001,bulky,449.81,0
DEL_014526,CUST_0012,Stephanie Wilson,2025-06-27,18:00-21:00,10001,bulky,302.32,1
DEL_011535,CUST_0031,Jacob King,2025-06-27,12:00-15:00,10001,express,29.46,1
DEL_010690,CUST_0055,Christopher Torres,2025-06-27,21:00-23:00,10002,standard,448.76,1
DEL_018415,CUST_0035,Ryan White,2025-06-27,15:00-18:00,10001,bulky,183.23,1
DEL_018708,CUST_0051,Donna Martin,2025-06-27,12:00-15:00,10002,bulky,209.6,1
DEL_014729,CUST_0081,Ruth Scott,2025-06-27,09:00-12:00,20002,express,440.24,1
DEL_002416,CUST_0239,Michael Walker,2025-06-27,18:00-21:00,10001,bulky,208.69,1
DEL_010121,CUST_0034,Luke Flores,2025-06-27,09:00-12:00,10003,express,410.01,1
DEL_011960,CUST_0077,Isaac Moore,2025-06-28,18:00-21:00,10002,fragile,68.2,1
DEL_013495,CUST_0078,Jacob Garcia,2025-06-28,15:00-18:00,10001,express,51.15,1
DEL_004367,CUST_0319,Joseph Thompson,2025-06-28,12:00-15:00,20001,express,486.52,1
DEL_017090,CUST_0055,Christopher Torres,2025-06-28,12:00-15:00,10002,express,427.26,1
DEL_018962,CUST_0051,Donna Martin,2025-06-28,18:00-21:00,10002,bulky,269.36,1
DEL_013602,CUST_0083,Luke Adams,2025-06-28,18:00-21:00,10002,fragile,86.36,1
DEL_002946,CUST_0077,Isaac Moore,2025-06-28,09:00-12:00,10002,fragile,384.02,0
DEL_009360,CUST_0012,Stephanie Wilson,2025-06-28,18:00-21:00,10001,bulky,371.93,1
DEL_006352,CUST_0027,Margaret Gonzalez,2025-06-28,12:00-15:00,10002,bulky,247.95,1
DEL_003299,CUST_0098,Alexander Moore,2025-06-28,15:00-18:00,10002,standard,365.37,1
DEL_019123,CUST_0097,Jacob Torres,2025-06-28,12:00-15:00,10003,express,330.13,1
DEL_002105,CUST_0096,Matthew Allen,2025-06-28,12:00-15:00,10002,bulky,385.78,1
DEL_014693,CUST_0104,Margaret Baker,2025-06-28,15:00-18:00,20001,express,229.39,0
DEL_012020,CUST_0071,James Hall,2025-06-28,18:00-21:00,10003,express,340.68,1
DEL_014232,CUST_0206,Ruth Garcia,2025-06-28,12:00-15:00,10003,standard,288.3,1
DEL_012036,CUST_0080,Brian Moore,2025-06-28,12:00-15:00,10002,standard,426.09,1
DEL_015765,CUST_0300,Thomas Adams,2025-06-28,18:00-21:00,10003,standard,357.85,1
DEL_006491,CUST_0115,Isaac Mitchell,2025-06-28,15:00-18:00,10002,bulky,462.6,1
DEL_018602,CUST_0053,Christopher Sanchez,2025-06-28,15:00-18:00,10001,standard,174.37,1
DEL_003407,CUST_0022,Luke Jackson,2025-06-28,18:00-21:00,10001,express,351.29,1
DEL_007544,CUST_0078,Jacob Garcia,2025-06-28,18:00-21:00,20002,express,400.64,1
DEL_013991,CUST_0024,Joshua Scott,2025-06-28,15:00-18:00,10001,express,222.84,1
DEL_011378,CUST_0019,Joshua Baker,2025-06-28,09:00-12:00,10002,express,430.33,0
DEL_004405,CUST_0211,Michael Adams,2025-06-28,15:00-18:00,10001,express,236.88,0
DEL_016660,CUST_0055,Christopher Torres,2025-06-28,12:00-15:00,10002,standard,339.8,1
DEL_001027,CUST_0072,Carol Johnson,2025-06-28,15:00-18:00,10001,fragile,70.25,1
DEL_013154,CUST_0058,Amy Martinez,2025-06-28,12:00-15:00,10001,bulky,260.95,1
DEL_013944,CUST_0004,Thomas Harris,2025-06-28,18:00-21:00,10003,standard,410.26,1
DEL_014097,CUST_0050,Sandra Campbell,2025-06-28,18:00-21:00,10001,standard,152.6,1
DEL_013579,CUST_0010,Betty Smith,2025-06-28,12:00-15:00,10001,standard,319.78,1
DEL_018221,CUST_0001,Christopher Wilson,2025-06-28,12:00-15:00,10002,fragile,101.9,1
DEL_016813,CUST_0017,Alexander Flores,2025-06-28,12:00-15:00,10003,bulky,214.24,1
DEL_010552,CUST_0347,Donna Garcia,2025-06-28,18:00-21:00,10003,express,475.38,1
DEL_005432,CUST_0051,Donna Martin,2025-06-28,15:00-18:00,10002,standard,341.29,0
DEL_000430,CUST_0091,Ashley White,2025-06-28,18:00-21:00,10002,bulky,378.15,1
DEL_007198,CUST_0067,Kathleen Taylor,2025-06-28,12:00-15:00,10001,standard,136.99,1
DEL_004464,CUST_0030,Rebecca Martin,2025-06-28,15:00-18:00,10001,fragile,394.79,1
DEL_004500,CUST_0092,Joseph Jackson,2025-06-28,15:00-18:00,10003,bulky,350.21,1
DEL_001832,CUST_0089,Emily Ramirez,2025-06-28,12:00-15:00,10002,express,350.78,1
DEL_001837,CUST_0087,Luke Johnson,2025-06-28,15:00-18:00,10002,bulky,158.03,1
DEL_010709,CUST_0041,Joseph Moore,2025-06-28,15:00-18:00,10002,fragile,24.56,1
DEL_015576,CUST_0050,Sandra Campbell,2025-06-28,09:00-12:00,10001,standard,394.85,1
DEL_010042,CUST_0100,Ashley Ramirez,2025-06-28,15:00-18:00,10003,standard,252.95,1
DEL_018118,CUST_0031,Jacob King,2025-06-28,12:00-15:00,10001,standard,258.13,1
